"Level";"Name";"Type";"Cast Time";"Range";"Components";"Duration";"Description";"Source"
"3";"Protection from Energy";"3rd level Abjuration";"1 action";"Touch";"V, S";"Concentration, up to 1 hour";"For the duration, the willing creature you touch has resistance to one damage type of your choice: acid, cold, fire, lightning, or thunder.";"Ranger"
"3";"Speak with Plants";"3rd level Transmutation";"1 action";"Self (30-foot radius)";"V, S";"10 minutes";"You imbue plants within 30 feet of you with limited sentience and animation, giving them the ability to communicate with you and follow your simple commands. You can question plants about events in the spell's area within the past day, gaining information about creatures that have passed, weather, and other circumstances.<br> You can also turn difficult terrain caused by plant growth (such as thickets and undergrowth) into ordinary terrain that lasts for the duration. Or you can turn ordinary terrain where plants are present into difficult terrain that lasts for the duration, causing vines and branches to hinder pursuers, for example.<br> Plants might be able to perform other tasks on your behalf, at the DM's discretion. The spell doesn't enable plants to uproot themselves and move about, but they can freely move branches, tendrils, and stalks.<br> If a plant creature is in the area, you can communicate with it as if you shared a common language, but you gain no magical ability to influence it.<br> This spell can cause the plants created by the <i>entangle</i> spell to release a restrained creature. ";"Ranger"
"3";"Summon Fey";"3rd-level conjuration";"1 action";"90 feet";"V, S, M";"Concentration, up to 1 hour";"(a gilded flower worth at least 300 gp)You call forth a fey spirit. It manifests in an unoccupied space that you can see within range. This corporeal form uses the Fey Spirit stat block. When you cast the spell, choose a mood. Fuming, Mirthful, or Tricksy. The creature resembles a fey creature of your choice marked by the chosen mood, which determines one of the traits in its stat block. The creature disappears when it drops to 0 hit points or when the spell ends.<br>The creature is an ally to you and your companions. In combat, the creature shares your initiative count, but it takes its turn immediately after yours. It obeys your verbal commands (no action required by you). If you don't issue any, it takes the Dodge action and uses its move to avoid danger.<br><b>At Higher Levels</b>: When you cast this spell using a spell slot of 4th level or higher, use the higher level wherever the spell's level appears in the stat block.";"Ranger (TCE)"
"3";"Water Breathing (ritual)";"3rd level Transmutation";"1 action";"30 feet";"V, S, M";"24 hours";"(a short reed or piece of straw)This spell grants up to ten willing creatures you can see within range the ability to breathe underwater until the spell ends. Affected creatures also retain their normal mode of respiration.";"Ranger"
"3";"Water Walk (ritual)";"3rd level Transmutation";"1 action";"30 feet";"V, S, M";"1 hour";"(a piece of cork)This spell grants the ability to move across any liquid surface - such as water, acid, mud, snow, quicksand, or lava - as if it were harmless solid ground (creatures crossing molten lava can still take damage from the heat). Up to ten willing creatures you can see within range gain this ability for the duration.<br> If your target a creature submerged in a liquid, the spell carries the target to the surface of the liquid at a rate of 60 feet per round. ";"Ranger"
"3";"Wind Wall";"3rd level Evocation";"1 action";"120 feet";"V, S, M";"Concentration, up to 1 minute";"(a tiny fan and a feather of exotic origin)A wall of strong wind rises from the ground at a point you choose within range. You can make the wall up to 50 feet long, 15 feet high, and 1 foot thick. You can shape the wall in any way you choose so long as it makes one continuous path along the ground. The wall lasts for the duration.<br> When the wall appears, each creature within its area must make a Strength saving throw. A creature takes 3d8 bludgeoning damage on a failed save, or half as much damage on a successful one.<br> The strong wind keeps fog, smoke, and other gases at bay. Small or smaller flying creatures or objects can't pass through the wall. Loose, lightweight materials brought into the wall fly upward. Arrows, bolts, and other ordinary projectiles launched at targets behind the wall are deflected upward and automatically miss. (Boulders hurled by giants or siege engines, and similar projectiles, are unaffected.) Creatures in gaseous form can't pass through it. ";"Ranger"
"3";"Dispel Magic";"3rd level Abjuration";"1 action";"120 feet";"V, S";"Instantaneous";"Choose any creature, object, or magical effect within range. Any spell of 3rd level or lower on the target ends. For each spell of 4th level or higher on the target, make an ability check using your spellcasting ability. The DC equals 10 + the spell's level. On a successful check, the spell ends.<br> <b>At Higher Levels</b>: When you cast this spell using a spell slot of 4th level or higher, you automatically end the effects of a spell on the target if the spell's level is equal to or less than the level of the spell slot you used. ";"Ranger (Fey Wanderer)"
"3";"Gaseous Form";"3rd level Transmutation";"1 action";"Touch";"V, S, M";"Concentration, up to 1 hour";"(a bit of gauze and a wisp of smoke)You transform a willing creature you touch, along with everything it's wearing and carrying, into a misty cloud for the duration. The spell ends if the creature drops to 0 hit points. An incorporeal creature isn't affected.<br> While in this form, the target's only method of movement is a flying speed of 10 feet. The target can enter and occupy the space of another creature. The target has resistance to nonmagical damage, and it has advantage on Strength, Dexterity, and Constitution saving throws. The target can pass through small holes, narrow openings, and even mere cracks, though it treats liquids as though they were solid surfaces. The target can't fall and remains hovering in the air even when stunned or otherwise incapacitated.<br> While in the form of a misty cloud, the target can't talk or manipulate objects, and any objects it was carrying or holding can't be dropped, used, or otherwise interacted with. The target can't attack or cast spells. ";"Ranger (Swarmkeeper)"
"3";"Elemental Weapon";"3rd level Transmutation";"1 action";"Touch";"V, S";"Concentration, up to 1 hour";"A nonmagical weapon you touch becomes a magic weapon. Choose one of the following damage types - acid, cold, fire, lightning, or thunder. For the duration, the weapon has a +1 bonus to attack rolls and deals an extra 1d4 damage of the chosen type when it hits.<br> <b>At Higher Levels</b>: When you cast this spell using a spell slot of 5th or 6th level, the bonus to attack rolls increases to +2 and the extra damage increases to 2d4. When you use a spell slot of 7th level or higher, the bonus increases to +3 and the extra damage increases to 3d4. ";"Ranger (TCE)"
"3";"Meld into Stone (ritual)";"3rd level Transmutation";"1 action";"Touch";"V, S";"8 hours";"You step into a stone object or surface large enough to fully contain your body, melding yourself and all the equipment you carry with the stone for the duration. Using your movement, you step into the stone at a point you can touch. Nothing of your presence remains visible or otherwise detectable by nonmagical senses.<br> While merged with the stone, you can't see what occurs outside it, and any Wisdom (Perception) checks you make to hear sounds outside it are made with disadvantage. You remain aware of the passage of time and can cast spells on yourself while merged in the stone. You can use your movement to leave the stone where you entered it, which ends the spell. You otherwise can't move.<br> Minor physical damage to the stone doesn't harm you, but its partial destruction or a change in its shape (to the extent that you no longer fit within it) expels you and deals 6d6 bludgeoning damage to you. The stone's complete destruction (or transmutation into a different substance) expels you and deals 50 bludgeoning damage to you. If expelled, you fall prone in an unoccupied space closest to where you first entered. ";"Ranger (TCE)"
"3";"Revivify";"3rd level Necromancy";"1 action";"Touch";"V, S, M";"Instantaneous";"(diamonds worth 300 gp, which the spell consumes)You touch a creature that has died within the last minute. That creature returns to life with 1 hit point. This spell can't return to life a creature that has died of old age, nor can it restore any missing body parts.";"Ranger (TCE)"
"4";"Banishment";"4th level Abjuration";"1 action";"60 feet";"V, S, M";"Concentration, up to 1 minute";"(an item distasteful to the target)You attempt to send one creature that you can see within range to another place of existence. The target must succeed on a Charisma saving throw or be banished.<br> If the target is native to the plane of existence you're on, you banish the target to a harmless demiplane. While there, the target is incapacitated. The target remains there until the spell ends, at which point the target reappears in the space it left or in the nearest unoccupied space if that space is occupied.<br> If the target is native to a different plane of existence that the one you're on, the target is banished with a faint popping noise, returning to its home plane. If the spell ends before 1 minute has passed, the target reappears in the space it left or in the nearest unoccupied space if that space is occupied. Otherwise, the target doesn't return.<br> <b>At Higher Levels</b>: When you cast this spell using a spell slot of 5th level or higher, you can target one additional creature for each slot level above 4th. ";"Ranger (Horizon Walker)(Monster Slayer)"
"4";"Conjure Woodland Beings";"4th level Conjuration";"1 action";"60 feet";"V, S, M";"Concentration, up to 1 hour";"(one holly berry per creature summoned)You summon fey creatures that appear in unoccupied spaces that you can see within range. Choose one of the following options for what appears.<br> • One fey creature of challenge rating 2 or lower<br> • Two fey creatures of challenge rating 1 or lower<br> • Four fey creatures of challenge rating 1/2 or lower<br> • Eight fey creatures of challenge rating 1/4 or lower<br> A summoned creature disappears when it drops to 0 hit points or when the spell ends.<br> The summoned creatures are friendly to you and your companions. Roll initiative for the summoned creatures as a group, which have their own turns. They obey any verbal commands that you issue to them (no action required by you). If you don't issue any commands to them, they defend themselves from hostile creatures, but otherwise take no actions.<br> The DM has the creatures' statistics.<br> <b>At Higher Levels</b>: When you cast this spell using certain higher-level spell slots, you choose one of the summoning options above, and more creatures appear - twice as many with a 6th-level slot and three times as many with an 8th-level slot. ";"Ranger"
"4";"Freedom of Movement";"4th level Abjuration";"1 action";"Touch";"V, S, M";"1 hour";"(a leather strap, bound around the arm or a similar appendage)You touch a willing creature. For the duration, the target's movement is unaffected by difficult terrain, and spells and other magical effects can neither reduce the target's speed nor cause the target to be paralyzed or restrained.<br> The target can also spend 5 feet of movement to automatically escape from nonmagical restraints, such as manacles or a creature that has it grappled. Finally, being underwater imposes no penalties on the target's movement or attacks. ";"Ranger"
"4";"Grasping Vine";"4th level Conjuration";"1 bonus action";"30 feet";"V, S";"Concentration, up to 1 minute";"You conjure a vine that sprouts from the ground in an unoccupied space of your choice that you can see within range. When you cast this spell, you can direct the vine to lash out at a creature within 30 feet of it that you can see. That creature must succeed on a Dexterity saving throw or be pulled 20 feet directly toward the vine.<br> Until the spell ends, you can direct the vine to lash out at the same creature or another one as a bonus action on each of your turns. ";"Ranger"
"4";"Greater Invisibility";"4th level Illusion";"1 action";"Touch";"V, S";"Concentration, up to 1 minute";"You or a creature you touch becomes invisible until the spell ends. Anything the target is wearing or carrying is invisible as long as it is on the target's person.";"Ranger (Gloom Stalker)"
"4";"Locate Creature";"4th level Divination";"1 action";"Self";"V, S, M";"Concentration, up to 1 hour";"(a bit of fur from a bloodhound)Describe or name a creature that is familiar to you. You sense the direction to the creature's location, as long as that creature is within 1,000 feet of you. If the creature is moving, you know the direction of its movement.<br> The spell can locate a specific creature known to you, or the nearest creature of a specific kind (such as a human or a unicorn), so long as you have seen such a creature up close - within 30 feet - at least once. If the creature you described or named is in a different form, such as being under the effects of a <i>polymorph</i> spell, this spell doesn't locate the creature.<br> This spell can't locate a creature if running water at least 10 feet wide blocks a direct path between you and the creature. ";"Ranger"
"4";"Stoneskin";"4th level Abjuration";"1 action";"Touch";"V, S, M";"Concentration, up to 1 hour";"(diamond dust worth 100 gp, which the spell consumes)This spell turns the flesh of a willing creature you touch as hard as stone. Until the spell ends, the target has resistance to nonmagical bludgeoning, piercing, and slashing damage.";"Ranger"
"4";"Summon Elemental";"4th-level conjuration";"1 action";"90 feet";"V, S, M";"Concentration, up to 1 hour";"(air, a pebble, ash, and water inside a crystal vial worth at least 400 gp)You call forth an elemental spirit. It manifests in an unoccupied space that you can see within range. This corporeal form uses the Elemental Spirit stat block. When you cast the spell, choose an element: Air, Earth, Fire, or Water. The creature resembles a bipedal form wreathed in the chosen element, which determines certain traits in its stat block. The creature disappears when it drops to 0 hit points or when the spell ends.<br>The creature is an ally to you and your companions. In combat, the creature shares your initiative count, but it takes its turn immediately after yours. It obeys your verbal commands (no action required by you). If you don't issue any, it takes the Dodge action and uses its move to avoid danger.<br><b>At Higher Levels</b>: When you cast this spell using a spell slot of 5th level or higher, use the higher level wherever the spell's level appears in the stat block.";"Ranger (TCE)"
"4";"Dimension Door";"4th level Conjuration";"1 action";"500 feet";"V";"Instantaneous";"You teleport yourself from your current location to any other spot within range. You arrive at exactly the spot desired. It can be a place you can see, one you can visualize, or one you can describe by stating distance and direction, such as 200 feet straight downward or upward to the northwest at a 45-degree angle, 300 feet.<br> You can bring along objects as long as their weight doesn't exceed what you can carry. You can also bring 1 willing creature of your size or smaller who is carrying gear up to its carrying capacity. The creature must be within 5 feet of you when you cast this spell.<br> If you would arrive in a place already occupied by an object or a creature, you and any creature traveling with you each take 4d6 force damage, and the spell fails to teleport you. ";"Ranger (Fey Wanderer)"
"4";"Arcane Eye";"4th level Divination";"1 action";"30 feet";"V, S, M";"Concentration, up to 1 hour";"(a bit of bat fur)You create an invisible, magical eye within range that hovers in the air for the duration.<br> You mentally receive visual information from the eye, which has normal vision and darkvision out to 30 feet. The eye can look in every direction.<br> As an action, you can move the eye up to 30 feet in any direction. There is no limit to how far away from you the eye can move, but it can't enter another plane of existence. A solid barrier blocks the eye's movement, but the eye can pass through an opening as small as 1 inch in diameter. ";"Ranger (Swarmkeeper)"
"4";"Dominate Beast";"4th level Enchantment ";"1 action";"60 feet";"V, S";"Concentration, up to 1 minute";"You attempt to beguile a beast that you can see within range. It must succeed on a Wisdom saving throw or be charmed by you for the duration. If you or creatures that are friendly to you are fighting it, it has advantage on the saving throw.<br> While the beast is charmed, you have a telepathic link with it as long as the two of you are on the same plane of existence. You can use this telepathic link to issue commands to the creature while you are conscious (no action required), which it does its best to obey. You can specify a simple and general course of action, such as Attack that creature, Run over there, or Fetch that object. If the creature completes the order and doesn't receive further direction from you, it defends and preserves itself to the best of its ability.<br> You can use your action to take total and precise control of the target. Until the end of your next turn, the creature takes only the actions you choose, and doesn't do anything that you don't allow it to do. During this time, you can also cause the creature to use a reaction, but this requires you to use your own reaction as well.<br> Each time the target takes damage, it makes a new Wisdom saving throw against the spell. If the saving throw succeeds, the spell ends.<br> <b>At Higher Levels</b>: When you cast this spell with a 5th-level spell slot, the duration is concentration, up to 10 minutes. When you use a 6th-level spell slot, the duration is concentration, up to 1 hour. When you use a spell slot of 7th level or higher, the duration is concentration, up to 8 hours. ";"Ranger (TCE)"
"5";"Commune with Nature (ritual)";"5th level Divination";"1 minute";"Self";"V, S";"Instantaneous";"You briefly become one with nature and gain knowledge of the surrounding territory. In the outdoors, the spell gives you knowledge of the land within 3 miles of you. In caves and other natural underground settings, the radius is limited to 300 feet. The spell doesn't function where nature has been replaced by construction, such as in dungeons and towns.<br> You instantly gain knowledge of up to three facts of your choice about any of the following subjects as they relate to the area:<br> • terrain and bodies of water<br> • prevalent plants, minerals, animals, or peoples<br> •  powerful celestials, fey, fiends, elementals, or undead<br> • influence from other planes of existence<br> • buildings.<br> For example, you could determine the location of powerful undead in the area, the location of major sources of safe drinking water, and the location of any nearby towns. ";"Ranger"
"5";"Conjure Volley";"5th level Conjuration";"1 action";"150 feet";"V, S, M";"Instantaneous";"(one piece of ammunition or one thrown weapon)You fire a piece of nonmagical ammunition from a ranged weapon or throw a nonmagical weapon into the air and choose a point within range. Hundreds of duplicates of the ammunition or weapon fall in a volley from above and then disappear. Each creature in a 40-foot-radius. 20-foot-high cylinder centered on that point must make a Dexterity saving throw. A creature takes 8d8 damage on a failed save, or half as much damage on a successful one. The damage type is the same as that of the ammunition or weapon.";"Ranger"
"5";"Hold Monster";"5th level Enchantment ";"1 action";"90 feet";"V, S, M";"Concentration, up to 1 minute";"(a small, straight piece of iron)Choose a creature that you can see within range. The target must succeed on a Wisdom saving throw or be paralyzed for the duration. This spell has no effect on undead. At the end of each of its turns, the target can make another Wisdom saving throw. On a success, the spell ends on the target.<br> <b>At Higher Levels</b>: When you cast this spell using a spell slot of 6th level or higher, you can target on additional creature for each slot level above 5th. The creatures must be within 30 feet of each other when you target them. ";"Ranger (Monster Slayer)"
"5";"Seeming";"5th level Illusion";"1 action";"30 feet";"V, S";"8 hours";"This spell allows you to change the appearance of any number of creatures that you can see within range. You give each target you choose a new, illusory appearance. An unwilling target can make a Charisma saving throw, and if it succeeds, it is unaffected by this spell.<br> The spell disguises physical appearances as well as clothing, armor, weapons, and equipment. You can make each creature seem 1 foot shorter or taller and appear thin, fat, or in-between. You can't change a target's body type, so you must choose a form that has the same basic arrangement of limbs. Otherwise, the extent of the illusion is up to you. The spell lasts for the duration, unless you use your action to dismiss it sooner.<br> The changes wrought by this spell fail to hold up to physical inspections. For example, if you use this spell to add a hat to a creature's outfit objects pass through the hat, and anyone who touches it would feel nothing or would feel the creature's head and hair. If you use this spell to appear thinner then you are, the hand of someone who reaches out to touch you would bump into you while it was seemingly still in midair.<br> A creature can use its action to inspect a target and make an Intelligence (Investigation) check against your spell save DC. If it succeeds, it becomes aware that the target is disguised. ";"Ranger (Gloom Stalker)"
"5";"Swift Quiver";"5th level Transmutation";"1 bonus action";"Touch";"V, S, M";"Concentration, up to 1 minute";"(a quiver containing at least one piece of ammunition)You transmute your quiver so it produces an endless supply of nonmagical ammunition, which seems to leap into your hand when you reach for it.<br> On each of your turns until the spell ends, you can use a bonus action to make two attacks with a weapon that uses ammunition from the quiver. Each time you make such a ranged attack, your quiver magically replaces the piece of ammunition you used with a similar piece of nonmagical ammunition. Any pieces of ammunition created by this spell disintegrate when the spell ends. If the quiver leaves your possession, the spell ends. ";"Ranger"
"5";"Teleportation Circle";"5th level Conjuration";"1 minute";"10 feet";"V, M";"1 round";"(rare chalks and inks infused with precious gems with 50 gp, which the spell consumes)As you cast the spell, you draw a 10-foot-diameter circle on the ground inscribed with sigils that link your location to a permanent teleportation circle of your choice whose sigil sequence you know and that is on the same plane of existence as you. A shimmering portal opens within the circle you drew and remains open until the end of your next turn. Any creature that enters the portal instantly appears within 5 feet of the destination circle or in the nearest unoccupied space if that space is occupied.<br> Many major temples, guilds, and other important places have permanent teleportation circles inscribed somewhere within their confines. Each such circle includes a unique sigil sequence - a string of magical runes arranged in a particular pattern. When you first gain the ability to cast this spell, you learn the sigil sequences for two destinations on the Material Plane, determined by the DM. You can learn additional sigil sequences during your adventures. You can commit a new sigil sequence to memory after studying it for 1 minute.<br> You can create a permanent teleportation circle by casting this spell in the same location every day for one year. You need not use the circle to teleport when you cast the spell in this way. ";"Ranger (Horizon Walker)"
"5";"Tree Stride";"5th level Conjuration";"1 action";"Self";"V, S";"Concentration, up to 1 minute";"You gain the ability to enter a tree and move from inside it to inside another tree of the same kind within 500 feet. Both trees must be living and at least the same size as you. You must use 5 feet of movement to enter a tree. You instantly know the location of all other trees of the same kind within 500 feet and, as part of the move used to enter the tree, can either pass into one of those trees or step out of the tree you're in. You appear in a spot of your choice within 5 feet of the destination tree, using another 5 feet of movement. If you have no movement left, you appear within 5 feet of the tree you entered.<br> You can use this transportation ability once per round for the duration. You must end each turn outside a tree. ";"Ranger"
"5";"Mislead";"5th level Illusion";"1 action";"Self";"S";"Concentration, up to 1 hour";"You become invisible at the same time that an illusory double of you appears where you are standing. The double lasts for the duration, but the invisibility ends if you attack or cast a spell.<br> You can use your action to move your illusory double up to twice your speed and make it gesture, speak, and behave in whatever way you choose.<br> You can see through its eyes and hear through its ears as if you were located where it is. On each of your turns as a bonus action, you can switch from using its senses to using your own, or back again. While you are using its senses, you are blinded and deafened in regard to your own surroundings. ";"Ranger (Fey Wanderer)"
"5";"Insect Plague";"5th level Conjuration";"1 action";"300 feet";"V, S, M";"Concentration, up to 10 minutes";"(a few grains of sugar, some kernels of grain, and a smear of fat)Swarming, biting locusts fill a 20-foot-radius sphere centered on a point you choose within range. The sphere spreads around corners. The sphere remains for the duration, and its area is lightly obscured. The sphere's area is difficult terrain.<br> When the area appears, each creature in it must make a Constitution saving throw. A creature takes 4d10 piercing damage on a failed save, or half as much damage on a successful one. A creature must also make this saving throw when it enters the spell's area for the first time on a turn or ends its turn there.<br> <b>At Higher Levels</b>: When you cast this spell using a spell slot of 6th level or higher, the damage increases by 1d10 for each slot level above 5th. ";"Ranger (Swarmkeeper)"
"5";"Greater Restoration";"5th level Abjuration";"1 action";"Touch";"V, S, M";"Instantaneous";"(diamond dust worth 100 gp, which the spell consumes)You imbue a creature you touch with positive energy to undo a debilitating effect. You can reduce the target's exhaustion level by one, or end one of the following effects on the target.<br> • One effect that charmed or petrified the target<br> • One curse, including the target's attunement to a cursed magic item<br> • Any reduction to one of the target's ability scores<br> • One effect reducing the target's hit point maximum ";"Ranger (TCE)"
